gene,avg train loss,min train loss,avg val loss,min val loss
CEBPE,9.981762313842774,8.058377265930176,19.780275440216066,12.604267120361328
SKAP1,10.865804386138915,8.644795417785645,17.181594467163087,14.127758979797363
RNF4,10.551933574676514,8.305412292480469,23.12944631576538,11.029422760009766
CHD2,9.865374279022216,7.6111955642700195,12.554197406768798,8.265275955200195
BLOC1S1,10.07505750656128,8.354269027709961,15.569673919677735,11.562957763671875
TLX3,11.29593267440796,9.16989517211914,12.29068717956543,10.487271308898926
THRB,10.827448272705078,9.282236099243164,21.224166679382325,17.833393096923828
TBX10,9.195439958572388,7.091947078704834,22.490612602233888,19.288326263427734
CCNK,14.158223819732665,13.894201278686523,22.167854499816894,20.195894241333008
GNL3,8.825646257400512,6.7188615798950195,12.029801559448241,8.059938430786133
CARM1,10.884395313262939,9.00009536743164,26.081515884399415,22.320871353149414
SARNP,9.796046209335326,7.8764262199401855,10.160357666015624,8.902657508850098
MED4,9.508044576644897,7.875447750091553,14.443703556060791,10.953462600708008
MLLT6,10.79644546508789,8.499809265136719,17.370020198822022,13.451550483703613
OTX1,10.612717533111573,7.578495979309082,13.703983783721924,10.082916259765625
RIOX2,9.050299882888794,6.427884578704834,14.583696937561035,9.123839378356934
SFSWAP,8.651209735870362,6.459651947021484,11.84117956161499,9.7704439163208
MLX,10.047413349151611,7.917996883392334,13.584156799316407,10.112854957580566
NEUROG1,9.92945580482483,7.758514881134033,10.961407279968261,9.153204917907715
CDK2,10.702257823944091,9.162053108215332,17.548278713226317,11.28016471862793
PLAGL1,9.784038925170899,7.807066917419434,22.261360549926756,19.37917137145996
ZBTB40,8.730106973648072,6.213789939880371,14.440247344970704,9.292162895202637
CTCF,9.597821998596192,7.57342004776001,13.88246111869812,7.364521026611328
CSRP1,10.225505161285401,8.061538696289062,12.939877223968505,10.688977241516113
ZNF276,8.364005851745606,6.842630386352539,21.711345672607422,14.280354499816895
LIN28B,9.097239351272583,7.284591197967529,21.267955207824706,14.220724105834961
ZFP91,11.217828464508056,8.857754707336426,24.89782848358154,17.358186721801758
CNOT1,11.070272541046142,9.022512435913086,12.885993385314942,9.735506057739258
CCNA1,8.05857195854187,5.677221775054932,11.61349515914917,8.137456893920898
ESRRG,8.786220693588257,7.07466459274292,16.423246097564697,10.043801307678223
ST18,9.6015700340271,6.906309604644775,15.721163940429687,8.936412811279297
FMNL2,10.745704650878906,8.73055362701416,17.844908809661867,11.094319343566895
HAND1,10.811421966552734,7.896363258361816,20.561294174194337,17.566957473754883
EGLN3,9.760893249511719,8.240743637084961,23.392713737487792,16.20234489440918
ZBTB11,10.784317588806152,8.603185653686523,18.07056131362915,7.847403526306152
HIF1AN,11.11041841506958,9.069169044494629,17.90030174255371,13.04944133758545
TLE3,6.00581316947937,4.5259504318237305,17.62489995956421,11.800644874572754
CAMK1,10.27035894393921,7.7926177978515625,23.318045234680177,15.066320419311523
FBXL19,10.257115840911865,8.46462631225586,23.448522567749023,17.31429100036621
TFDP2,10.787173652648926,8.759236335754395,11.251240062713624,9.418754577636719
ESR1,10.96430778503418,9.291338920593262,10.17357587814331,9.34627628326416
CERS5,9.694439315795899,8.109832763671875,15.08025541305542,10.261890411376953
SPAG8,7.684168529510498,5.418879985809326,13.011323976516724,6.279831409454346
SETD2,9.993938446044922,7.935784339904785,8.871945238113403,7.72635555267334
MED20,12.232804775238037,9.044979095458984,12.604450035095216,8.295181274414062
PHF19,9.824358797073364,7.974429607391357,11.631149291992188,8.393182754516602
YBX1,12.62847604751587,11.223021507263184,16.978820323944092,13.600935935974121
KDM2A,10.783674430847167,8.35820198059082,13.170206260681152,10.786054611206055
FBXW11,10.18421449661255,8.601880073547363,20.28928451538086,12.065336227416992
LHX6,8.19726095199585,6.5203142166137695,13.696194839477538,10.420099258422852
FERD3L,10.124406433105468,8.392576217651367,26.530822944641113,19.553226470947266
ZNF618,10.299432373046875,8.707626342773438,17.506217861175536,13.159988403320312
KAT7,10.461390209197997,8.201157569885254,19.617578983306885,11.90605354309082
EPC1,9.442628240585327,7.241645812988281,19.919997692108154,13.927504539489746
HNF1B,8.502476739883424,6.567037105560303,9.952326488494872,8.230691909790039
ETV6,11.616972923278809,9.755227088928223,26.901910972595214,19.62744140625
CDR2,11.096980953216553,8.363801002502441,13.115380001068115,9.728412628173828
ZBTB9,9.401332426071168,7.355596542358398,21.23592081069946,14.960759162902832
PSMC2,7.916583490371704,6.124113082885742,18.849493885040282,15.651481628417969
CNPY3,10.528945159912109,8.178696632385254,10.561606311798096,8.810210227966309
DNAJA3,8.833282661437988,6.477604866027832,11.45476484298706,7.527831077575684
SUV39H2,10.40002088546753,8.372572898864746,15.89144811630249,12.618058204650879
DNTTIP2,9.450694799423218,7.201663494110107,10.193872261047364,7.8566131591796875
SUDS3,11.036567115783692,9.121315956115723,23.72645149230957,20.78095054626465
BCL6,8.93649115562439,6.427333831787109,19.865640354156493,14.122515678405762
